ID_BCT_O,CALLE,ESQUINA / ENTRE CALLES,COLONIA,TRAMO,SECTOR_UPC,ALCALDÍA,C2,LATITUD,LONGITUD,CLASIFICACION,BOTON,ALTAVOZ,TIPO_POSTE,NUMCAMS,NUMBOT,NUMALT,CANT_ALTAVOZ,TIPO CAMARA,PROYECTO
MC1337,EL SOL DE MEXICO,PONIENTE 152,INDUSTRIAL VALLEJO,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.50724247,-99.17049746,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1338,NTE. 65,PONIENTE 146,INDUSTRIAL VALLEJO,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.50250553,-99.16971653,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1340,RÍO BLANCO,SAGITARIO,EL ROSARIO,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.506929,-99.205027,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1342,NORTE 45,ENTRE PONIENTE 16 Y CALZ. AZCAPOTZALCO - LA VILLA,LAS SALINAS,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.48641,-99.161434,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1345,PONIENTE 122,ENTRE NORTE 35 Y NORTE 45,SANTA CRUZ DE LAS SALINAS,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.487335,-99.159447,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1346,EJE 4 NORTE (AV. REFINERIA AZCAPOTZALCO),ENTRE TEPANTONGO Y CALLE D,SAN MARCOS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.490782,-99.185969,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1347,JACARANDAS,ALMENDROS,EL ROSARIO,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.506929,-99.203596,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1348,VANADIO,KRIPTÓN,EL ROSARIO,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.509657,-99.202502,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1349,TLATENCO,AV. DE LAS GRANJAS,SANTA CATARINA,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.491105,-99.173684,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1350,NORTE 45 ,CALZ. VALLEJO,INDUSTRIAL VALLEJO,SOBRE CALZADA VALLEJO ENTRE RIO DE LOS REMEDIOS A CIRCUITO INTERIOR,LA RAZA,AZCAPOTZALCO,PONIENTE,19.502693,-99.157271,SENDERO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1351,CALZ. DE LAS ARMAS,DIAGONAL CALZ. DE LAS ARMAS,ISSFAM LAS ARMAS,SOBRE CALZADA DE LAS ARMAS ENTRE EJE 5 NTE A CALZADA DE LA NARANJA,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.48641004,-99.21747767,SENDERO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1352,IXTOC,CAMPO ÍDOLOS,LA PROVIDENCIA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.478348,-99.207197,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1353,REFINERÍA AZCAPOTZALCO,ENTRE TEPANTONGO Y ROCHA LUNA,REYNOSA TAMAULIPAS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.490959,-99.186728,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1355,JOSÉ MARÍA MORELOS,PRIV. MORELOS,SAN MIGUEL AMANTLA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.475896,-99.20775,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1356,ACAMAPICHTLI,AV. TEZOZOMOC,LA PRECIOSA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.48745,-99.195389,UNIDAD HABITACIONAL,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1357,AV. 22 DE FEBRERO,ENTRE CAPILLA DE LOS REYES Y TRÉBOL,LOS REYES,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.485176,-99.182384,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1358,CAMPO TASAJERAS,VERNET,SAN MIGUEL AMANTLA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.4783958,-99.20555085,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1359,ÁLAMO ,ARETILLO,ARENAL,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.46422,-99.151468,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1360,YAQUIS,CALLE 8,LA RAZA,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.466141,-99.14821,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MT1361,AV. REVOLUCIÓN,ENTRE CALLE 4 Y CALLE 2,SAN PEDRO DE LOS PINOS,#N/A,NAPOLES,BENITO JUAREZ,SUR,19.391604,-99.186099,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1362,TLAXCALTECAS,ENTRE ZAACHILA Y CALLE TOLLAN,LA RAZA,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.46635195,-99.14630313,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1363,ZAACHILA,CHOLUTECAS,LA RAZA,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.46656965,-99.14771921,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1364,GERANIO,CALLE 8,LA RAZA,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.466279,-99.149468,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1365,CALZ. VALLEJO,ENTRE MENDELSSOHN Y AV. JOSÉ A. CLAVE,VALLEJO PONIENTE,SOBRE CALZADA VALLEJO ENTRE RIO DE LOS REMEDIOS A CIRCUITO INTERIOR,LINDAVISTA,GUSTAVO A. MADERO,NORTE,19.466604,-99.143192,SENDERO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1366,AZTLÁN,COMITECOS,LA RAZA,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.46467248,-99.14737791,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1367,TOLLAN,QUINCHES,LA RAZA,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.4656456,-99.14682405,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1370,CALZ. AZCAPOTZALCO-LA VILLA,ENTRE MAIZ Y NORTE 45,LAS SALINAS,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.48875449,-99.16323214,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1371,PTE 122,CDA MAÍZ,LAS SALINAS,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.488585,-99.165716,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1373,CALLE 9,CENTRAL SUR,LIBERACION,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.47205,-99.151141,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1374,CENTRAL SUR,CALLE 5,ALDANA,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.471473,-99.151112,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1375,CALLE 3,CENTRAL SUR,ALDANA,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.469516,-99.151449,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1376,CALLE 7 ,ENTRE CALLE 16 Y CIPRÉS,LIBERACION,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.471677,-99.153145,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1377,PINO,CALLE 3,LIBERACION,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.469677,-99.152437,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1378,CALZ. AZCAPOTZALCO - LA VILL,"ENTRE  NTE 35, Y PTE. 128",SAN ANDRES DE LAS SALINAS,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.48994414,-99.15574981,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1379,NORTE 85-A,ENTRE WAKE Y SALOMÓN,LIBERTAD,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.478452,-99.178309,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1380,NTE. 87-A,ENTRE WAKE Y SALOMON,LIBERTAD,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.478611,-99.178884,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1381,"EJE 4 NTE, CALZ. AZCAPOTZALCO",CALLE PTE.128,SAN ANDRES DE LAS SALINAS,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.489731,-99.15579,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1382,AHUACATITLA,PRIV. AHUACATITLA,SAN MARCOS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.486932,-99.184183,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1383,CAPILLA DE LOS REYES,ENTRE AV. AZCAPOTZALCO Y RAYÓN,LOS REYES,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.485485,-99.18499,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1384,CASI ESQ. CALLE 13,CALLE 30,PORVENIR,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.472571,-99.146322,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1385,CUAUHTÉMOC,ENTRE CALLE 32 Y CALLE 30,PORVENIR,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.469207,-99.145593,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1386,CALLE 5,ENTRE CALLE 32 Y CALLE 30,PORVENIR,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.470148,-99.145616,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1387,PRIVADA DEL SOL,AV. AZCATPOZALCO,DEL RECREO,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.470759,-99.187326,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1388,SAUCES,ENTRE AV. AHUEHUETES Y JACARANDAS ,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.495196,-99.195793,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1389,CALZ. AZCAPOTZALCO - LA VILLA,CALLE PTE. 128,INDUSTRIAL VALLEJO,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.489946,-99.156248,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1392,CDA. SEGUNDA ÁNGELES,AV. SAN PABLO XALAPA,NUEVA ESPAÑA,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.497795,-99.185283,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1393,BOLDO,MEZQUITE,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.465653,-99.16377,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1394,EJE 3 NTE. CAMARONE,GUANABANA,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.45875315,-99.16900516,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1395,XICOTÉNCATL,GASODUCTO,REYNOSA TAMAULIPAS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.49602322,-99.18582195,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1396,PLATANALES,CLAVELINAS,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.46470072,-99.17141367,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1397,BEGONIA,PIÑA,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.463941,-99.17069,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1398,COCOTEROS,ENTRE EULALIA GUZMÁN Y ARTEMISA,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.461026,-99.166612,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1399,TORONJA,CLAVELINAS,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.465966,-99.172377,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1400,AV. PLAN DE SAN LUIS,INVERNADERO,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.466332,-99.166542,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1401,INVERNADERO,YUCA,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.467388,-99.172686,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1402,CRUZ GALVEZ,CLAVELINAS,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.46455899,-99.16564259,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1403,CLAVEL,COCOTEROS,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.458808,-99.166994,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1404,CRUZ GÁLVEZ,ARTEMISA,NUEVA SANTA MARIA,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.461608,-99.165963,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1405,AV.AHUEHUETES,AV. SAUCES,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.494878,-99.196139,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1406,"EJE 4 NORTE (CALZ. AZCAPOTZALCO - LA VILLA),",ENTRE NORTE 45 Y NORTE 59,INDUSTRIAL VALLEJO,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.488895,-99.163046,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1407,ARQUITECTURA,ENTRE ALFAREROS Y CINEMATOGRAFÍA,EL ROSARIO,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.509232,-99.205703,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1408,AZTECAS,OLMECAS,EL ROSARIO,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.507882,-99.201962,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1409,PLANETAS,ENTRE AND. TERCER TRANSVERSAL Y PLANETAS,EL ROSARIO,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.505939,-99.202932,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1410,NORTE 77,PONIENTE 66,OBRERO POPULAR,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.466567,-99.176498,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1411,NTE. 67,PTE. 54,OBRERO POPULAR,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.46295945,-99.17396235,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1412,NORTE 75,PONIENTE 58,OBRERO POPULAR,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.464706,-99.175991,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1413,PONIENTE 62,NORTE 75,OBRERO POPULAR,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.466438,-99.175822,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1414,NORTE 77,PONIENTE 54,OBRERO POPULAR,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.463331,-99.17679,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1415,PONIENTE 54,ENTRE NORTE 67 Y CALZ. CAMARONES,OBRERO POPULAR,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.4629004,-99.1730707,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1416,NORTE 71,PONIENTE 58,OBRERO POPULAR,#N/A,CUITLAHUAC,AZCAPOTZALCO,PONIENTE,19.464525,-99.174835,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1418,COMITECOS,ENTRE AV. ANTONIO VALERIANO Y ZAACHILA,LA RAZA,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.467232,-99.147293,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1419,CONSTITUCIÓN,EJE 3 NTE,AMPLIACION PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.481609,-99.194424,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1420,PETRÓLEO MEXICANOS,CDA. PRIMERA PETRÓLEOS MEXICANOS,AMPLIACION PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.48265,-99.195818,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1421,CALZ. SAN ISIDRO TECPATL,CALZ. DE LAS ARMAS,PROVIDENCIA,SOBRE CALZADA DE LAS ARMAS ENTRE EJE 5 NTE A CALZADA DE LA NARANJA,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.487123,-99.216325,SENDERO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1422,AV. 16 DE SEPTIEMBRE,REFINERÍA AZCAPOTZALCO,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.492922,-99.193561,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1423,Ahuehuetes,DURAZNOS,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.4956317,-99.19798536,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1424,AV. AQUILES SERDÁN,ALCANFORES,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.492779,-99.19668,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1425,MIMOSAS,SAUCES,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.49384313,-99.1962827,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1426,Ciruelos,Jacarandas,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.49617533,-99.19668018,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1427,TEJOCOTE,AHUEHUETES,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.49445335,-99.19496525,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1428,TEJOCOTE,FRESNOS,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.496357,-99.19426,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1429,CHABACANO,AV. AHUEHUETES,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.494277,-99.193939,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1430,JACARANDAS,TEJOCOTE,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.495495,-99.194579,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1431,JACARANDAS,CHABACANO,PASTEROS,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.495215,-99.193709,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1432,TEATRO,DANZA,EL ROSARIO,#N/A,HORMIGA,AZCAPOTZALCO,PONIENTE,19.509088,-99.206813,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1433,ZAACHILA,GERANIO,LA RAZA,#N/A,LA RAZA,AZCAPOTZALCO,PONIENTE,19.466745,-99.149347,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1434,ÉBANO,ENTRE MIGUEL LERDO DE TEJADA Y FAJA DE ORO,PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.48591,-99.199046,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1435,CALLE AGUA DULCE,CALZ. RENACIMIENTO,PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.486994,-99.201993,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1436,PETROLEOS MEXICANOS,MIGUEL LERDO DE TEJADA,AMPLIACION PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.484373,-99.195263,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1437,FAJA DE ORO,AV. TEZOZÓMOC,PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.484093,-99.197191,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1438,AGUA DULCE,CONCEPCIÓN,PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.486797,-99.201011,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1439,CALZ. SAN ISIDRO,PETRÓLEOS MEXICANOS,AMPLIACION PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.48191976,-99.19601344,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1440,EJE 3 NTE. CALZ. SAN IGNACIO,POTRERO DEL LLANO,PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.482954,-99.199773,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1441,ZACAMIXTLE,ENTRE MIGUEL LERDO DE TEJADA Y FAJA DE ORO,PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.485311,-99.197694,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1442,CERRO AZUL,ENTRE FAJA DE ORO Y EJE 3 NTE. CALZ. SAN IGNACIO,PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.483895,-99.200993,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1443,CERRO AZUL,CALLE AGUA DULCE,PETROLERA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.486452,-99.200014,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC1444,AV. 5 DE MAYO,PETROLEO,PLENITUD,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.47315489,-99.19946151,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
