ID_BCT_O,CALLE,ESQUINA,COLONIA,TRAMO,SECTOR_UPC,ALCALDÍA,C2,LATITUD,LONGITUD,CLASIFICACION,BOTON,ALTAVOZ,TIPO_POSTE,NUMCAMS,NUMBOT,NUMALT,CANT_ALTAVOZ,TIPO CAMARA,PROYECTO,FECHA_INSTALACIÓN,FASE2019,FASE_ORIGEN
3187,H DE LA INTERVENCION,11 DE ABRIL,8 DE AGOSTO,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.395501,-99.188517,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3188,BLVD ADOLFO LOPEZ MATEOS,AV JALISCO,TACUBAYA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.397985,-99.189882,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3189,LAGO TANA,CALZ MEXICO TACUBA,HUICHAPAN,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.459006,-99.197184,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3190,CALZ MEXICO TACUBA,GOLFO DE MEXICO Y GOLFO DE CALIFORNIA,TACUBA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.45872,-99.185674,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3191,LAGO GASCASONICA,CDA LAGO GASCASONICA,HUICHAPAN,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.461241,-99.1945,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3192,BOSQUES DE BREZOS,BOSQUE DE CASTILLOAS,BOSQUES DE LAS LOMAS,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.394939,-99.256288,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3193,AV GRUTAS,AV COLEGIO MILITAR,BOSQUE DE CHAPULTEPEC 1A SECC,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.421542,-99.18426,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3194,GRAL SOSTENES ROCHA,GOB GLEZ CALDERON,OBSERVATORIO,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.407315,-99.19476,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3195,AV CONSTITUYENTES,GRAL JOSE MONTESINOS,AMPLIACION DANIEL GARZA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.408921,-99.197257,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
3196,GRAL QUINTANA,GRAL JOSE MONTESINOS,AMPLIACION DANIEL GARZA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.406626,-99.197121,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3197,VIADUCTO MIGUEL ALEMAN,TRANSITO,TACUBAYA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.399543,-99.186569,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3198,SUR 126,PONIENTE 73 A,AMERICA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.403783,-99.201603,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3199,AV COLEGIO MILITAR,FRENTE A MONUMENTO DE NIÑOS HEROES,1A SECC BOSQUE DE CHAPULTEPEC,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.421746,-99.178984,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
3200,BLVD ADOLFO LOPEZ MATEOS,AV OBSERVATORIO,COVE,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.403649,-99.19206,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3201,CORONEL PEDRO LETECHIPIA,AV OBSERVATORIO,DANIEL GARZA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.403044,-99.1983,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3202,AV GRAL MARIANO ESCOBEDO,AV HOMERO,CHAPULTEPEC MORALES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.435316,-99.182714,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
3203,NEWTON,AV HORACIO,CHAPULTEPEC MORALES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.433231,-99.188932,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3204,AV ACUARIO,AV REFORMA Y AV COLEGIO MILITAR,BOSQUE DE CHAPULTEPEC SECCION I,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.422948,-99.187282,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3205,AV CAMPOS ELISEOS,LA MARTINE,BOSQUE DE CHAPULTEPEC,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.429308,-99.189966,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3206,CALZ MAHATMA GANDHI,AV GRUTAS,BOSQUE DE CHAPULTEPEC 1a SECC,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.427841,-99.184096,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3207,SPENCER,EULER,CHAPULTEPEC MORALES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.432044,-99.182273,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3208,TORCUATO TASSO,AV PRESIDENTE MASARYK,CHAPULTEPEC MORALES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.431375,-99.183462,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3209,AV EJERCITO NACIONAL,NEWTON,CHAPULTEPEC MORALES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.437412,-99.183926,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3210,CALZ DE LOS GALLOS,FAUSTO NIETO,NEXTITLA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.457098,-99.171114,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3211,LAGO HIELMAR,LAGO GINEBRA,PENSIL SUR,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.444706,-99.191794,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3212,SALVDOR DIAZ MIRON,PLAN DE SAN LUIS,SANTO TOMAS,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.450765,-99.168926,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3213,PLAN DE AYALA,PRIV DIAZ MIRON,SANTO TOMAS,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.452737,-99.171581,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3214,MANUEL CARPIO,AV DE LOS MAESTROS,AGRICULTURA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.452123,-99.166592,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3215,AV HOMERO,AV MOLIERE,LOS MORALES SECC PALMAS,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.436028,-99.201386,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3216,AV HORACIO,CALDERON DE LA BARCA,POLANCO REFORMA,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.434206,-99.198936,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3217,AV EJERCITO NACIONAL,ANATOLE FRANCE,POLANCO REFORMA,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.438003,-99.197225,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3218,AV EMILIO CASTELAR,EUGENIO SUE,POLANCO CHAPULTEPEC,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.429538,-99.19451,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3219,AV HOMERO,ARQUIMEDES,POLANCO REFORMA,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.435633,-99.190745,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3220,LAGO IZABA (LAGO MARACAIBO),LAGO AULLAGAS,TORRE BLANCA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.456991,-99.19848,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3221,CALZ LEGARIA,AV FELIPE CARRILLO PUERTO,TORRE BLANCA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.454505,-99.197169,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3222,LAGO LEGARIA,LAGO IZABAL,TORRE BLANCA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.45589,-99.194941,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3223,CALZ LEGARIA,LAGO GUIJA Y LAGO SUPERIOR,TORRE BLANCA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.458198,-99.191571,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3224,MAR OKHOTSK,CALZ MEXICO TACUBA Y MAR MEDITERRANEO,TACUBA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.459369,-99.18699,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3225,CALZ MEXICO TACUBA,LAGO ESCLAVOS Y PRIV MEXICO TACUBA,SAN DIEGO OCOYOACAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.459761,-99.192164,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3226,AV RIO SAN JOAQUIN,CDA LAGO GINEBRA,CUAUHTEMOC PENSIL,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.44321,-99.195774,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3227,GOLFO DE BENGALA,AV MARINA NACIONAL,TACUBA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.457677,-99.188808,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3228,LAGO NAUR,DANIEL CABRERA,CUAUHTEMOC PENSIL,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.446881,-99.194026,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3229,LAGO BUENOS AIRES,CALZ MEXICO TACUBA,ARGENTINA PONIENTE,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.457716,-99.202994,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3230,3ER ANILLO DE CIRCUNVALACION,RET 1,LOMAS DE SOTELO,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.449453,-99.213664,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3231,AND,AV PASEO DE LA REFORMA Y CALZ MAHATMA GANDHI,BOSQUE DE CHAPULTEPEC SECCION I,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.425806,-99.185075,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3232,RIO SAN JOAQUIN,SANTA CRUZ CACALCO Y 3ER ANILLO DE CIRCUNVALACION,SAN JOAQUIN,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.452686,-99.215107,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3233,RIO SAN JOAQUIN (CASA DE LA MONEDA),LOMAS DE SOTELO,LOMAS DE SOTELO,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.450016,-99.211264,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3234,CALZ MEXICO TACUBA,AV INGENIEROS MILITARES,SAN JOAQUIN,#N/D,SOTELO,MIGUEL HIDALGO,C2 PONIENTE,19.45630363,-99.21516115,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
3235,LAGO WINNIPEG,FELIPE CARRILLO PUERTO,TACUBA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.453552,-99.192576,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3236,J ANTONIO ALZATE,LAURO AGUIRRE,AGRICULTURA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.448338,-99.165538,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3237,MANUEL CARPIO,CIRCUITO INTERIOR INSTITUTO TECNICO INDUSTRIAL,AGRICULTURA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.451818,-99.164411,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3238,LAGO GARDA,LAGO CONSTANZA,PERALITOS,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.449944,-99.186455,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3239,MANUEL CARPIO,LAURO AGUIRRE,AGRICULTURA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.451867,-99.165077,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3240,AV DE LOS MAESTROS,PLAN DE AGUA PRIETA,PLUTARCO E CALLES,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.453098,-99.166327,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3241,MAR EGEO,MAR CELEBES,POPOTLA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.457534,-99.178175,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3242,AV OBSERVATORIO,SUR 128,16 DE SEPTIEMBRE,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.401633,-99.202164,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3243,CALZ PANTEON CIVIL DE DOLORES,AV BOSQUES,BOSQUE DE CHAPULTEPEC 2a SECC,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.407796,-99.202964,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3244,CAMINO DE LOS TOROS,CORONEL AMADO CAMACHO,DANIEL GARZA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.405095,-99.200662,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3245,SAN ISIDRO,AV TECAMACHALCO,REFORMA SOCIAL,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.433015,-99.212528,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3246,SUR 134,PONIENTE 75 B,16 DE SEPTIEMBRE,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.401802,-99.204468,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3247,SUR 128,PONIENTE 73,16 DE SEPTIEMBRE,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.404479,-99.202381,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3248,AV CONSTITUYENTES,CAMINO DE LOS TOROS,DANIEL GARZA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.407188,-99.200798,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3249,AV CONSTITUYENTES,SUR 136,16 DE SEPTIEMBRE,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.404765,-99.20471,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3250,BOSQUE DE SAUCES,BOSQUE DE AZALEAS,BOSQUES DE LAS LOMAS,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.400905,-99.248974,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3251,BOSQUES DE REFORMA,BOSQUES DE MANGOS,BOSQUES DE LAS LOMAS,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.40498,-99.242875,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3252,BOSQUE DE LA REFORMA,BOSQUE DE MAPLE,BOSQUES DE LAS LOMAS,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.401613,-99.246451,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3253,BOSQUES DE CAFETOS,BOSQUE DE HAYAS,BOSQUES DE LAS LOMAS,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.403584,-99.23951,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3254,BOSQUE DE CHIHUAHUA,BOSQUE DE CIPRESES NORTE,BOSQUES DE LAS LOMAS,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.407438,-99.235868,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3255,BOSQUE DE BALSAS,BOSQUE DE GRANADOS,BOSQUES DE LAS LOMAS,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.407097,-99.247849,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3256,BOSQUE DE NOGALES,BOSQUE DE ZAPOTES,BOSQUES DE LAS LOMAS,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.397088,-99.244358,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3257,PASEO DE LOS AHUEHUETES NORTE,BOSQUE DE ACACIAS,BOSQUES DE LAS LOMAS,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.413397,-99.233553,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3258,LAGO GUIJA,CALZ MEXICO TACUBA,TORRE BLANCA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.459261,-99.194783,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3259,CALZ SAN BARTOLO NAUCALPAN,RIO URUGUAY,ARGENTINA PONIENTE,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.459274,-99.205328,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3260,CALZ LEGARIA,LAGO ATITLA,MEXICO NUEVO,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.45179,-99.200996,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3261,AV PASEO DE LA REFORMA,CALZ MAHATMA GANDHI,BOSQUE DE CHAPULTEPEC 1RA SECC,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.424076,-99.180463,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,3.6K,8K
3262,AV DEL CONSCRIPTO,BLVD MANUEL AVILA CAMACHO,RESIDENCIAL MILITAR,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.443895,-99.219047,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3263,AV INSURGENTES SUR,CIRCUITO EXTERIOR (METROBUS CU),COPILCO UNIVERSIDAD,#N/A,UNIVERSIDAD,COYOACAN,SUR,19.323473,-99.188371,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,6.5K,8K
3264,GRAL ANAYA,RAFAEL OLIVA,SAN DIEGO CHURUBUSCO,#N/A,COYOACAN,COYOACAN,SUR,19.356172,-99.147262,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3265,AV INSURGENTES SUR,CIRCUITO ESCOLAR,CIUDAD UNIVERSITARIA,#N/A,UNIVERSIDAD,COYOACAN,SUR,19.330257,-99.189175,EDUCACION,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
3266,AV INSURGENTES SUR,CTO MARIO DE LA CUEVA,CIUDAD UNIVERSITARIA,#N/A,UNIVERSIDAD,COYOACAN,SUR,19.317603,-99.187754,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3267,AV INSURGENTES SUR,CTO INVESTIGACION CIENTIFICA,CIUDAD UNIVERSITARIA,#N/A,UNIVERSIDAD,COYOACAN,SUR,19.327835,-99.188969,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3268,AV INSURGENTES SUR,CIRCUITO ESCOLAR,CIUDAD UNIVERSITARIA,#N/A,UNIVERSIDAD,COYOACAN,SUR,19.334272,-99.190334,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3269,AV CERRO DEL AGUA,CERRO TESORO,ROMERO DE TERREROS,#N/A,UNIVERSIDAD,COYOACAN,SUR,19.339602,-99.173486,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3270,PEREZ VALENZUELA,TORRESCO Y MELCHO OCAMPO,BARRIO SANTA CATARINA,#N/A,COYOACAN,COYOACAN,SUR,19.351073,-99.170585,EQUIP. E INST. ESTRATEGICAS,SIN BOTON,CON ALTAVOZ,9m,5,0,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3271,"ENTRADA ""B"" AL ESTADIO AZTECA",CALZ DE TLALPAN,PUEBLO SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.301721,-99.147708,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
