ID_BCT_O,ID_ANPR,CALLE,ESQUINA / ENTRE CALLES,COLONIA,TRAMO,SECTOR_UPC,ALCALDÍA,C2,LATITUD,LONGITUD,CLASIFICACION,BOTON,ALTAVOZ,TIPO_POSTE,NUMCAMS,NUMBOT,NUMALT,CANT_ALTAVOZ,TIPO CAMARA,PROYECTO,FECHA_INSTALACIÓN,FASE2019,FASE_ORIGEN
MT14998,0,NACIONAL,AV DEL TRABAJO,MORELOS,#N/A,CONGRESO,VENUSTIANO CARRANZA,NORTE,19.4392,-99.119997,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A
MT14999,0,AV DEL TRABAJO , NACIONAL,MORELOS,#N/A,CONSULADO,VENUSTIANO CARRANZA,NORTE,19.439257,-99.119537,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A
MT15007,0,EJE 1 NORTE,IGNACIO ALLENDE,CENTRO (AREA 2),#N/A,CENTRO,CUAUHTEMOC,CENTRO,19.443657,-99.136741,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A
MT15008,0,EJE 1 NORTE (LOPEZ RAYON),ENTRE IGNACIO ALLENDE Y CJON RAYON,CENTRO (AREA 2),#N/A,CENTRO,CUAUHTEMOC,CENTRO,19.443727,-99.137359,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A
MT15009,0,EJE 1 NORTE ,ENTRE IGNACIO ALLENDE Y CJÓN RAYÓN ,MORELOS,#N/A,MORELOS,CUAUHTEMOC,CENTRO,19.44393,-99.13736,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A
MT15010,0,EJE 1 NORTE,ENTRE GUERRERO Y HEROES,GUERRERO,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.445293,-99.14644,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A
MT15011,0,EJE 1 NORTE,GUERRERO,GUERRERO,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.445174,-99.146977,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A
MT15012,0,EJE 1 NORTE,AV INSURGENTES NORTE,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.446428,-99.152565,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A
MT15013,0,EJE 1 NORTE,AV INSURGENTES NORTE,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.446347,-99.152214,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A
MT15014,0,EJE 1 NORTE,JESUS GARCIA,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.445875,-99.152245,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A
MT15015,0,EJE 1 NORTE,AV INSURGENTES NORTE,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.445955,-99.15265,METRO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A
